Result,FirstHash,SecondHash,Name,FirstDorectory,SecondDorectory
True,8a03a3186ce730b8d54c1c64a38c9e99,8a03a3186ce730b8d54c1c64a38c9e99,Name,E:\Work Stations\Online Repos\gitHub\DirectoryHash\CompareDirectoryHash\Publish,E:\Work Stations\Online Repos\gitHub\DirectoryHash\CompareDirectoryHash\Publish
